name,mainCategory,subCategory,image,link,ratings,noOfRatings,discountPrice,actualPrice,category,matched_bb_product,match_score
Cellucor C4 Original Pre-Workout Powder 180g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40006250_7-borges-extra-virgin-olive-oil.jpg,https://www.amazon.in/dp/B0001431,4.3,3200,1899,2199,pre-workout,Original Extra Virgin Olive Oil,170.0
HealthKart Multivitamin with Ginseng 60 tablets,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40125873_4-maggi-2-minute-noodles-masala.jpg,https://www.amazon.in/dp/B0001432,4.3,1500,399,499,multivitamin,"2-Minute Noodles Masala - Made With Quality Spices, Rich In Fibre",170.0
WOW Life Science Omega 3 Fish Oil Capsules 60 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40243801_1-515pm-organic-flaxseeds-raw-unroasted-rich-in-omega-3-fibre-calcium.jpg,https://www.amazon.in/dp/B0001433,4.4,1200,490,599,fish oil capsule,"Organic Flaxseeds - Raw, Unroasted, Rich In Omega 3, Fibre, Calcium",220.0
MuscleBlaze Stainless Steel Gym Shaker Bottle 700ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/100140877_9-figaro-extra-virgin-olive-oil.jpg,https://www.amazon.in/dp/B0001434,4.2,950,299,399,shaker bottle,"Figaro Extra Virgin Olive Oil- 100% Natural and Cold Extracted- Perfect for Salad, Paratha, Marinade - Imported from Spain- 500ml Bottle",170.0
Quaker Oats Premium Rolled Gym Oats 1.2kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40091105_13-quaker-rolled-oats-rich-in-protein-nutritious-easy-to-cook.jpg,https://www.amazon.in/dp/B0001435,4.3,1100,195,225,oats,"Rolled Oats - Rich In Protein, Nutritious, Easy To Cook",270.0
Himalaya Gentle Exfoliating Apricot Face Scrub 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202077_1-bb-popular-almondbadam-californian-100g-indian-raisins-100g-cashew-w-320-100g.jpg,https://www.amazon.in/dp/B0001436,4.3,1300,135,160,face scrub,Almond/Badam Californian 100g + Indian Raisins 100g + Cashew W 320 100g,170.0
The Face Shop Real Nature Lemon Sheet Mask 20g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1209313_1-gooddiet-20g-whey-protein-bar-double-chocolate-caramel.jpg,https://www.amazon.in/dp/B0001437,4.5,1400,99,120,sheet mask,20g Whey Protein Bar - Double Chocolate Caramel,170.0
Gillette Series Sensitive Skin Shaving Foam 418g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40136532_3-teamonk-kashmiri-kahwa-green-tea.jpg,https://www.amazon.in/dp/B0001438,4.4,1800,265,299,shaving foam,Kashmiri Kahwa Green Tea - Provides Glowing Skin & Boosts Immunity,170.0
Gillette Mach3 Manual Shaving Razor Blades 4 units,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,https://www.amazon.in/dp/B0001439,4.5,2100,530,590,razor blades,"Chocolate Home Treats Pack, 126 g, 18 Units",170.0
Old Spice After Shave Lotion Original 100ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40006250_7-borges-extra-virgin-olive-oil.jpg,https://www.amazon.in/dp/B0001440,4.3,3400,210,245,aftershave,Original Extra Virgin Olive Oil,170.0
VWash Plus Intimate Hygiene Wash 100ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40088913_8-bagrrys-corn-flakes-plus-original-healthier.jpg,https://www.amazon.in/dp/B0001441,4.4,1900,165,185,intimate wash,Corn Flakes Plus - Original & Healthier,170.0
Colgate Total Mint Dental Floss 25m,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1213552_1-tasties-handmade-bhujia-sevnamkeen-aloo-bhujia-mint-masalanamkeen-khatta-meetha150-g.jpg,https://www.amazon.in/dp/B0001442,4.3,1100,110,125,dental floss,Handmade Bhujia Sev+Namkeen Aloo Bhujia-Mint Masala+Namkeen Khatta Meetha(150 g),170.0
Veet Silk & Fresh Hair Removal Cream Normal Skin 50g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40244336_1-suprfit-effervescent-tablets-biotin-for-hair-skin-nails-health-blueberry-flavour.jpg,https://www.amazon.in/dp/B0001443,4.2,1500,115,130,hair removal cream,"Effervescent Tablets - Biotin, For Hair, Skin & Nails Health, Blueberry Flavour",220.0
Lotus Herbals Matte Sunscreen Gel SPF 50 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202077_1-bb-popular-almondbadam-californian-100g-indian-raisins-100g-cashew-w-320-100g.jpg,https://www.amazon.in/dp/B0001444,4.4,1200,395,475,sunscreen,Almond/Badam Californian 100g + Indian Raisins 100g + Cashew W 320 100g,170.0
Vaseline Cocoa Glow Intensive Care Body Lotion 400ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/286741_23-vaseline-intensive-care-cocoa-glow-body-lotion-with-shea-butter-non-greasy-formula.jpg,https://www.amazon.in/dp/B0001445,4.5,950,360,399,body lotion,"Intensive Care Cocoa Glow Body Lotion - With Shea Butter, Non-Greasy Formula",200.0
Mi Micro USB Charging Cable Fast Charge 1m,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0001446,4.2,1100,185,249,charging cable,2-Minute Instant Noodles - Masala,120.0
boAt Bassheads 100 Wired Earphones with Mic,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40100825_10-lindberg-apricot-pure-belgian-dark-chocolate.jpg,https://www.amazon.in/dp/B0001447,4.3,1300,380,399,wired earphones,"100% Belgian Dark Chocolate - with Apricot, 54% Cocoa Solids",220.0
Amkette Micro USB to USB OTG Adapter,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/208345_20-quaker-oats-breakfast-cereal-rich-in-protein-dietary-fibre-nutritious-easy-to-cook.jpg,https://www.amazon.in/dp/B0001448,4.1,1400,99,149,OTG adapter,"Oats Breakfast Cereal - Rich In Protein, Dietary Fibre, Nutritious, Easy To Cook",170.0
Mi Power Bank 3i Lithium Polymer 10000mAh,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40254871_1-swad-multigrain-choco-vanilla-fills-breakfast-cereal-zero-cholesterol-high-protein-fibre-power.jpg,https://www.amazon.in/dp/B0001449,4.4,1800,899,999,power bank,"Multigrain Choco Vanilla Fills Breakfast Cereal - Zero Cholesterol, High Protein, Fibre Power",170.0
Tempered Glass Screen Guard Protection 1 unit,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0001450,4.0,1100,99,199,screen guard,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",170.0
Fresho Clear Party Ice Cubes Pouch 1kg,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1208825_3-id-fresho-idly-dosa-batter.jpg,https://www.amazon.in/dp/B0001451,4.4,9200,55,60,ice cubes,Idly Dosa Batter,170.0
Party Disposable White Paper Plates Pack of 25,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212654_1-tasties-nacho-chips-party-pack-jalapeno-cheese-peri-peri-sweet-chilli-60-g.jpg,https://www.amazon.in/dp/B0001452,4.1,6100,65,75,paper plates,Nacho Chips Party Pack- Jalapeno + Cheese + Peri-Peri + Sweet Chilli (60 g),220.0
Party Disposable Clear Plastic Cups Pack of 50,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212654_1-tasties-nacho-chips-party-pack-jalapeno-cheese-peri-peri-sweet-chilli-60-g.jpg,https://www.amazon.in/dp/B0001453,4.2,3100,75,85,plastic cups,Nacho Chips Party Pack- Jalapeno + Cheese + Peri-Peri + Sweet Chilli (60 g),220.0
Bicycle Standard Playing Cards Deck 1 unit,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0001454,4.5,2800,99,120,playing cards,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",170.0
Grand Party Popper Celebration Confetti 1 unit,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,https://www.amazon.in/dp/B0001455,4.2,1900,45,55,party popper,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",170.0
Origami Soft Face Tissue Box 100 Pulls,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40226880_3-masterchow-hakka-noodles-for-making-chowmein-premium-quality.jpg,https://www.amazon.in/dp/B0001456,4.4,2800,65,75,tissue box,"Premium Hakka Noodles - Thin Cut, 100% Veg, Soft, Silky Texture",220.0
Cadbury Cocoa Powder Pure Dark 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40087512_14-lindberg-assorted-gift-box-pure-belgian-chocolate-truffles.jpg,https://www.amazon.in/dp/B0001457,4.4,1500,145,160,cocoa powder,100% Pure Cocoa Butter Premium Chocolates,220.0
Weikfield Baking Powder Double Action 100g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1202077_1-bb-popular-almondbadam-californian-100g-indian-raisins-100g-cashew-w-320-100g.jpg,https://www.amazon.in/dp/B0001458,4.3,1200,32,35,baking powder,Almond/Badam Californian 100g + Indian Raisins 100g + Cashew W 320 100g,170.0
Sprig Pure Vanilla Extract Liquid Essence 15ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40200216_2-happychef-vanilla-essence.jpg,https://www.amazon.in/dp/B0001459,4.5,1100,185,210,vanilla essence,Vanilla Essence,220.0
Pillsbury Moist Supreme Rich Chocolate Cake Mix 285g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40110218_2-sunfeast-choco-pie-dark-fantasy-yumfills-pie.jpg,https://www.amazon.in/dp/B0001460,4.3,950,115,130,cake mix,"Dark Fantasy - Yumfills, Rich Chocolate Pie Cake",270.0
Hershey's Semi-Sweet Chocolate Chips Pack 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212654_1-tasties-nacho-chips-party-pack-jalapeno-cheese-peri-peri-sweet-chilli-60-g.jpg,https://www.amazon.in/dp/B0001461,4.4,1300,165,185,chocolate chips,Nacho Chips Party Pack- Jalapeno + Cheese + Peri-Peri + Sweet Chilli (60 g),270.0
Coca-Cola Zero Sugar Soft Drink Can 300ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40226997_1-asap-muesli-wholegrain-breakfast-rich-in-fibre-protein-zero-sugar-added-coffeeluv.jpg,https://www.amazon.in/dp/B0001462,4.4,1400,38,40,cold drink,"Muesli Wholegrain Breakfast - Rich In Fibre & Protein, Zero Sugar Added, Coffeeluv",220.0
Diet Coke Refreshing Soft Drink Can 300ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40226880_3-masterchow-hakka-noodles-for-making-chowmein-premium-quality.jpg,https://www.amazon.in/dp/B0001463,4.3,1800,38,40,cold drink,"Premium Hakka Noodles - Thin Cut, 100% Veg, Soft, Silky Texture",170.0
Red Bull Summer Edition Watermelon Can 250ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40242232_1-cadbury-oreo-red-velvet-sandwich-biscuit-limited-edition-yuly-treat.jpg,https://www.amazon.in/dp/B0001464,4.5,1500,115,125,energy drink,"Red Velvet Sandwich Biscuit - Limited Edition, Yummy Treat",220.0
Sting Energy Drink Strawberry Flavored Can 250ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40225168_2-kingfisher-radler-non-alcoholic-beverage-strawberry-cranberry.jpg,https://www.amazon.in/dp/B0001465,4.3,2100,18,20,energy drink,Radler Non-Alcoholic Malt Drink - Strawberry Cranberry,220.0
Real Fruit Power Orange Fruit Juice 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40076835_6-fresho-signature-fruit-seeds-nuts-snacks.jpg,https://www.amazon.in/dp/B0001466,4.3,3100,110,130,fruit juice,Fruit Seeds Nuts Snacks,170.0
Tropicana 100% Apple Fruit Juice 1L,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40229625_1-timios-fruit-fills-apple-flavour-made-with-healthy-nutritious-ingredients-soft.jpg,https://www.amazon.in/dp/B0001467,4.4,1900,125,145,fruit juice,"Fruit Fills - Apple Flavour, Made With Healthy, Nutritious Ingredients, Soft",220.0
Kinley Premium Soda Water Squeezy 750ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,https://www.amazon.in/dp/B0001468,4.2,3200,18,20,soda,Premium Natural Californian Almonds,170.0
Schweppes Tonic Water Premium Bottle 750ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,https://www.amazon.in/dp/B0001469,4.4,1500,92,99,tonic water,Premium Natural Californian Almonds,170.0
Raw Pressery Natural Tender Coconut Water 200ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40240182_1-delight-nuts-hazelnuts-raw-rich-in-antioxidants-vitamins-delicious-natural.jpg,https://www.amazon.in/dp/B0001470,4.4,4900,45,55,coconut water,"Hazelnuts - Raw, Rich In Antioxidants & Vitamins, Delicious & Natural",220.0
Nescafe Classic Latte Cold Coffee Can 180ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40236199_1-hell-energy-coffee-provides-strength-latte-flavour.jpg,https://www.amazon.in/dp/B0001471,4.3,3800,115,125,cold coffee,"Coffee - Provides Strength, Latte Flavour",220.0
Amul Kool Cafe Caramel Cold Coffee 200ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40158700_7-saffola-fittify-gourmet-hi-protein-slim-meal-shake-coffee-caramel-12-servings.jpg,https://www.amazon.in/dp/B0001472,4.3,2800,38,40,cold coffee,"Hi Protein Slim Meal-Shake - Coffee & Caramel, 12 Servings",220.0
Amul Masti Spiced Buttermilk Pouch 500ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/294274_16-bingo-mad-angles-achari-masti.jpg,https://www.amazon.in/dp/B0001473,4.5,15200,28,30,buttermilk,"Mad Angles – Achaari Masti,Crunchy Triangle Chips Perfect for Snacking",170.0
Amul Sweet Lassi Mango Flavor 200ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40251515_2-fresho-frozen-sweet-corn-preservative-free-fresh-juicy-kernels.jpg,https://www.amazon.in/dp/B0001474,4.3,11400,23,25,lassi,"Frozen Sweet Corn - Preservative Free, Fresh & Juicy Kernels",170.0
Kissan Orange Squash Premium Liquid 750ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1212218_1-tasties-premium-wafer-bites-orange-100-g-hazelnut-100-g-cappucino-100-g.jpg,https://www.amazon.in/dp/B0001475,4.1,1800,135,160,squash,Premium Wafer Bites - Orange 100 g + Hazelnut 100 g + Cappucino 100 g,220.0
Mapro Rose Syrup Premium Quality 750ml,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40234112_1-delight-nuts-seedless-black-raisins-afghani-premium-quality-no-cholesterol.jpg,https://www.amazon.in/dp/B0001476,4.4,2100,145,175,syrup,"Seedless Black Raisins - Afghani, Premium Quality, No Cholesterol",220.0
Haldiram's Nagpur Moong Dal Namkeen 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1213553_1-tasties-namkeen-moong-dalnamkeen-all-in-one-mixturetasty-masala-coated-peanuts-150-g.jpg,https://www.amazon.in/dp/B0001477,4.3,8200,42,45,namkeen,Namkeen Moong Dal+Namkeen All In One Mixture+Tasty Masala Coated Peanuts (150 g),270.0
Bikaji Bikaneri Bhujia Sev Namkeen 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1213552_1-tasties-handmade-bhujia-sevnamkeen-aloo-bhujia-mint-masalanamkeen-khatta-meetha150-g.jpg,https://www.amazon.in/dp/B0001478,4.4,7100,52,55,namkeen,Handmade Bhujia Sev+Namkeen Aloo Bhujia-Mint Masala+Namkeen Khatta Meetha(150 g),270.0
Nutty Feast Premium Roasted Salted Peanuts 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40231852_3-happilo-premium-californian-roasted-salted-pistachios-value-pack.jpg,https://www.amazon.in/dp/B0001479,4.2,3400,55,65,roasted peanuts,Premium Californian Roasted & Salted Pistachios - Value Pack,270.0
Doritos Cheese Tortilla Nachos Chips 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40196817_3-tasties-nacho-chips-cheese.jpg,https://www.amazon.in/dp/B0001480,4.4,11500,85,95,nachos,Nacho Chips - Cheese,220.0
Act II Instant Popcorn Butter Pepper 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0001481,4.4,9200,45,50,popcorn,2-Minute Instant Noodles - Masala,170.0
 Happilo Premium Phool Makhana Cheesy 150g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,https://www.amazon.in/dp/B0001482,4.2,6100,120,150,makhana,Premium Natural Californian Almonds,220.0
Chheda's Masala Khakhra Wheat Crisps 200g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1221479_1-bb-combo-happychef-100-durum-wheat-pasta-spaghetti-500g-knorr-pizza-pasta-sauce-200g.jpg,https://www.amazon.in/dp/B0001483,4.1,3100,75,85,khakhra,HappyChef 100% Durum Wheat Pasta-Spaghetti 500g & Knorr Pizza-Pasta Sauce 200g,220.0
Yogabar Multi Protein Energy Bar Chocolate 38g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1209313_1-gooddiet-20g-whey-protein-bar-double-chocolate-caramel.jpg,https://www.amazon.in/dp/B0001484,4.4,2800,45,50,energy bar,20g Whey Protein Bar - Double Chocolate Caramel,270.0
Knorr Classic Tomato Instant Soup Powder 43g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40015686_7-del-monte-tomato-ketchup-classic-blend-rich-thick-condiment.jpg,https://www.amazon.in/dp/B0001485,4.3,1900,48,55,instant soup,"Tomato Ketchup - Classic Blend, Rich & Thick Condiment",220.0
Knorr Instant Pasta Creamy Mushroom 64g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1221479_1-bb-combo-happychef-100-durum-wheat-pasta-spaghetti-500g-knorr-pizza-pasta-sauce-200g.jpg,https://www.amazon.in/dp/B0001486,4.1,1500,28,30,instant pasta,HappyChef 100% Durum Wheat Pasta-Spaghetti 500g & Knorr Pizza-Pasta Sauce 200g,220.0
Maggi Masala Instant Cup Noodles 80g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,https://www.amazon.in/dp/B0001487,4.3,3400,42,45,cup noodles,2-Minute Instant Noodles - Masala,320.0
MTR Ready To Eat Paneer Butter Masala 300g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/40001330_3-kitchens-of-india-ready-to-eat-mughlai-paneer.jpg,https://www.amazon.in/dp/B0001488,4.2,1800,120,135,ready to eat meal,"Mughlai Paneer - Ready To Eat Indian Dish, Just Heat & Relish",320.0
Pintola Creamy Peanut Butter Crunchy 350g,grocery & gourmet foods,All Grocery,https://www.bigbasket.com/media/uploads/p/l/1214810_1-bb-combo-gooddiet-quinoa-muesli-nuts-seeds-350g-jus-amazin-organic-peanut-butter-200g.jpg,https://www.amazon.in/dp/B0001489,4.4,1200,145,160,peanut butter,GoodDiet Quinoa Muesli Nuts & Seeds 350g + Jus Amazin Organic Peanut Butter 200g,270.0
